extension,File Format,count,NARA Format ID
wk4-{8,Unidentified,3,
0%26id,Unidentified,3,
h24,WordPerfect for MS-DOS/Windows Document (6.0),3,
gbob,8-bit ASCII Text,3,
adg-{6,Unidentified,3,
_berke,Unidentified,3,
520,WordPerfect for MS-DOS Document (5.0),3,
18_nyt,Unidentified,3,
js-{69,Unidentified,3,
com;ad,Unidentified,3,
tax200,Unidentified,3,
flake,Unidentified,3,
_color,Unidentified,3,
%20jil,Unidentified,3,
_namet,Unidentified,3,
consti,Unidentified,3,
16_cnn,Unidentified,3,
5.5274,Unidentified,3,
nod,Unidentified,3,
q833,8-bit ASCII Text,3,
3026,Unidentified,3,
gy,Unidentified,3,
png,Microsoft Front Page Server Extension Configuration,3,
too,Unidentified,3,
indd%2,Unidentified,3,
17;sz=,Unidentified,3,
attorn,Unidentified,3,
05%20u,Unidentified,3,
190906,Unidentified,3,
jpg-{6,Unidentified,3,
9%26pe,Unidentified,3,
xls-{c,Unidentified,3,
560013,EBCDIC-US,3,
os,8-bit ASCII Text,3,
1493,Unidentified,3,
b5,Unidentified,3,
txi,Support file (TeX),3,
d20,Unidentified,3,
htm-{6,Unidentified,3,
32,8-bit ASCII Text,3,
anti-r,Unidentified,3,
ini-{6,Unidentified,3,
bp5,Unidentified,3,
com;ad,Unidentified,3,
13_reu,Unidentified,3,
pusb17,EBCDIC-US,3,
_lette,Unidentified,3,
16_dis,Unidentified,3,
13_pjl,Unidentified,3,
_oh,Unidentified,3,
html%2,Unidentified,3,
schiff,Unidentified,3,
sol-{6,Unidentified,3,
00_dhs,Unidentified,3,
ini-{6,Unidentified,3,
_book,Unidentified,3,
kos,MicroType Pro Document,3,
q831,8-bit ASCII Text,3,
sr,WordPerfect for MS-DOS Document (5.0),3,
5.3622,Unidentified,3,
%20wri,Unidentified,3,
ie,Unidentified,3,
primar,8-bit ASCII Text,3,
12_wsj,Unidentified,3,
frm-{6,Unidentified,3,
",none,",Unidentified,3,
news;a,Unidentified,3,
11_ope,Unidentified,3,
gif-{6,Unidentified,3,
ef,Unidentified,3,
d-{e23,Unidentified,3,
jsp_pe,Unidentified,3,
sol-{6,Unidentified,3,
18_npr,Unidentified,3,
ad-{69,Unidentified,3,
js;jse,Unidentified,3,
data6,EBCDIC-US,3,
com%26,Unidentified,3,
07-dhs,Unidentified,3,
bckp,Unidentified,3,
gen020,Unidentified,3,
adj_ra,Unidentified,3,
lt2,WordPerfect for MS-DOS/Windows Document (6.0),3,
222-17,Unidentified,3,
_matri,Unidentified,3,
0525,Unidentified,3,
85q2,8-bit ASCII Text,3,
fpds,Unidentified,3,
3re,Unidentified,3,
ad-{69,Unidentified,3,
htm-{6,Unidentified,3,
99n,Unidentified,3,
txt-{6,Unidentified,3,
0208,Unidentified,3,
jpg-{6,Unidentified,3,
0%26id,Unidentified,3,
_minio,Unidentified,3,
sol-{8,Unidentified,3,
gif-{6,Unidentified,3,
17_nyt,Unidentified,3,
adga-{,Unidentified,3,
docdnd,Unidentified,3,
cardin,Unidentified,3,
912,WordPerfect for MS-DOS/Windows Document (6.0),3,
0%26id,Unidentified,3,
rename,Unidentified,3,
9a79ca,Unidentified,3,
com%26,Unidentified,3,
sign,Unidentified,3,
_cards,Unidentified,3,
rfg,Unidentified,3,
lnk-{8,Unidentified,3,
00_doj,Unidentified,3,
%20per,Unidentified,3,
9ghz,Unidentified,3,
bash_h,Unidentified,3,
18_nex,Unidentified,3,
classe,Unidentified,3,
_linds,Unidentified,3,
box,WordPerfect for MS-DOS Document (5.0),3,
oc9,Unidentified,3,
nortel,Unidentified,3,
2tp,Unidentified,3,
____ba,Unidentified,3,
17_reu,Unidentified,3,
ahi,Unidentified,3,
20_mm,Unidentified,3,
com;ad,Unidentified,3,
01_,Unidentified,3,
sta,WordPerfect for MS-DOS/Windows Document (6.0),3,
_woodt,Unidentified,3,
64%26i,Unidentified,3,
_briti,Unidentified,3,
wy90,8-bit ASCII Text,3,
htm-{6,Unidentified,3,
gif-{6,Unidentified,3,
_ohs%2,Unidentified,3,
y81q4,Unidentified,3,
15_pin,Unidentified,3,
_greek,Unidentified,3,
17_hil,Unidentified,3,
joh,WordPerfect for MS-DOS Document (5.0),3,
usd,Unidentified,3,
2017ac,Unidentified,3,
0511,Unidentified,3,
_jonat,Unidentified,3,
_kathl,Unidentified,3,
33b,Unidentified,3,
instal,Unidentified,3,
_2009_,Unidentified,3,
dol,WordPerfect for MS-DOS Document (5.0),3,
wdb,Microsoft Works Database for Windows (4.5a),3,
gif-{6,Unidentified,3,
in-out,Unidentified,3,
ca,Unidentified,3,
lnk-{8,Unidentified,3,
sa,EBCDIC-US,3,
wpd,Hypertext Markup Language,3,
pro,WordPerfect for MS-DOS/Windows Document (6.0),3,
06a,8-bit ASCII Text,3,
03-Sep,Unidentified,3,
justic,Unidentified,3,
n96w,EBCDIC-US,3,
gif-{6,Unidentified,3,
_censu,Unidentified,3,
-{89dd,Unidentified,3,
com;ad,Unidentified,3,
emm,WordPerfect for MS-DOS Document (5.0),3,
ag,WordPerfect for MS-DOS/Windows Document (5.1),3,
wdb,Microsoft Works  Database for Windows (2.0a),3,
oemlic,Unidentified,3,
_presi,Unidentified,3,
t-{89d,Unidentified,3,
54,EBCDIC-US,3,
perspe,Unidentified,3,
_smith,Unidentified,3,
17_reu,Unidentified,3,
jty,Unidentified,3,
16_gps,Unidentified,3,
_winde,Unidentified,3,
q823,8-bit ASCII Text,3,
18_cbs,Unidentified,3,
20;abr,Unidentified,3,
com%26,Unidentified,3,
%20red,Unidentified,3,
126703,Unidentified,3,
_sam,Unidentified,3,
2074,Unidentified,3,
il05,EBCDIC-US,3,
pur,Unidentified,3,
14_dni,Unidentified,3,
ok03,EBCDIC-US,3,
com;ad,Unidentified,3,
tx-{69,Unidentified,3,
txt-{6,Unidentified,3,
ini-{8,Unidentified,3,
_donal,Unidentified,3,
16_nyt,Unidentified,3,
1a-,Unidentified,3,
bud,WordPerfect for MS-DOS Document (5.0),3,
_nano,Unidentified,3,
_swede,Unidentified,3,
fl12,EBCDIC-US,3,
gif-{6,Unidentified,3,
approp,Unidentified,3,
erg,Unidentified,3,
738311,Unidentified,3,
_clip%,Unidentified,3,
dep,WordPerfect for MS-DOS Document (5.0),3,
_holc,Unidentified,3,
-{89dd,Unidentified,3,
rptxx,Unidentified,3,
din,WordPerfect for MS-DOS Document (5.0),3,
lnk-{6,Unidentified,3,
pa09,EBCDIC-US,3,
org--m,Unidentified,3,
18_nex,Unidentified,3,
adga-{,Unidentified,3,
com;ad,Unidentified,3,
sts,WordPerfect for MS-DOS Document (5.0),3,
omo,Unidentified,3,
opposi,Unidentified,3,
-{89dd,Unidentified,3,
_adobe,Unidentified,3,
_akam%,Unidentified,3,
rhh,WordPerfect for MS-DOS/Windows Document (6.0),3,
dfsmod,Unidentified,3,
tx-{69,Unidentified,3,
oil,Unidentified,3,
%20ren,Unidentified,3,
_denta,Unidentified,3,
swf-{6,Unidentified,3,
12hsga,Unidentified,3,
-{69d4,Unidentified,3,
q_s,Unidentified,3,
txt-{6,Unidentified,3,
hidta,Unidentified,3,
4pm,Unidentified,3,
913,WordPerfect for MS-DOS/Windows Document (6.0),3,
il06,EBCDIC-US,3,
rivers,Unidentified,3,
84,8-bit ASCII Text,3,
contex,Unidentified,3,
10_nyt,Unidentified,3,
org-as,Unidentified,3,
txt-{8,Unidentified,3,
wma-{c,Unidentified,3,
ini-{6,Unidentified,3,
bg3,Unidentified,3,
15_dra,Unidentified,3,
_vcb%2,Unidentified,3,
17-jef,Unidentified,3,
00_cpr,Unidentified,3,
politi,Unidentified,3,
gaohq-,Unidentified,3,
18_spa,Unidentified,3,
13_has,Unidentified,3,
16_wp_,Unidentified,3,
db6,Unidentified,3,
d2,8-bit ASCII Text,3,
%20ren,Unidentified,3,
gif-{6,Unidentified,3,
ipunpl,Unidentified,3,
htm-{6,Unidentified,3,
mcxlc,Unidentified,3,
121,WordPerfect for MS-DOS Document (5.0),3,
y1990,EBCDIC-US,3,
js-{69,Unidentified,3,
h07,WordPerfect for MS-DOS/Windows Document (6.0),3,
politi,Unidentified,3,
-{e234,Unidentified,3,
ini-{6,Unidentified,3,
gif-{6,Unidentified,3,
4/30/2002,Unidentified,2,
eddb,EBCDIC-US,2,
hearin,Unidentified,2,
2001,EBCDIC-US,2,
q971,Unidentified,2,
sol-{6,Unidentified,2,
84-201,Unidentified,2,
jpg-{8,Unidentified,2,
prg#,Unidentified,2,
_dinne,Unidentified,2,
t-{69d,Unidentified,2,
ichote,Unidentified,2,
_elect,Unidentified,2,
876831,Unidentified,2,
prj,WordPerfect for MS-DOS/Windows Document (6.0),2,
sei,Unidentified,2,
tv1,WordPerfect Overflow file,2,
_plumb,Unidentified,2,
d05022,Unidentified,2,
dorris,Unidentified,2,
b77q3,EBCDIC-US,2,
_trade,Unidentified,2,
_sheri,Unidentified,2,
13_blo,Unidentified,2,
frm-{6,Unidentified,2,
keywor,Unidentified,2,
d05041,Unidentified,2,
com%25,Unidentified,2,
_ideal,Unidentified,2,
nj001,8-bit ASCII Text,2,
27_her,Unidentified,2,
_khaki,Unidentified,2,
2ia,Unidentified,2,
com_pe,Unidentified,2,
myi-{6,Unidentified,2,
_acaso,Unidentified,2,
10/10/,Unidentified,2,
dodd,Unidentified,2,
isis,Unidentified,2,
doc-{8,Unidentified,2,
ca6,WordPerfect for MS-DOS Document (5.0),2,
11_def,Unidentified,2,
10_gsn,Unidentified,2,
com-it,Unidentified,2,
t-{69d,Unidentified,2,
burst-,Unidentified,2,
15_ajr,Unidentified,2,
10_wp_,Unidentified,2,
_vpotu,Unidentified,2,
y6810,Unidentified,2,
d07070,Unidentified,2,
_devil,Unidentified,2,
_elect,Unidentified,2,
f12,8-bit ASCII Text,2,
28_exh,Unidentified,2,
13_wir,Unidentified,2,
_disjo,Unidentified,2,
7-sol1,Unidentified,2,
com-on,Unidentified,2,
htm-{6,Unidentified,2,
_trump,Unidentified,2,
17-lsu,Unidentified,2,
doc102,Unidentified,2,
_divis,Unidentified,2,
ohhous,8-bit ASCII Text,2,
g0003,Unidentified,2,
_willo,Unidentified,2,
s96,Unidentified,2,
cp0006,Unidentified,2,
jpg%26,Unidentified,2,
8/15/2002,Unidentified,2,
14_wh,Unidentified,2,
4xls,Unidentified,2,
d06060,Unidentified,2,
mer,WordPerfect for MS-DOS Document (5.0),2,
_room%,Unidentified,2,
3ay,Unidentified,2,
11_wt_,Unidentified,2,
_cerem,Unidentified,2,
_forma,Unidentified,2,
d08072,Unidentified,2,
wi55,EBCDIC-US,2,
_newba,Unidentified,2,
txt-{6,Unidentified,2,
s_john,Unidentified,2,
swcs08,EBCDIC-US,2,
_cente,Unidentified,2,
_world,Unidentified,2,
pdf',Unidentified,2,
430,WordPerfect for MS-DOS Document (5.0),2,
_other,Unidentified,2,
htm-{6,Unidentified,2,
"2307,",Unidentified,2,
cfg-{6,Unidentified,2,
246289,Unidentified,2,
cfm,Hypertext Markup Language,2,
2182,Unidentified,2,
_helve,Unidentified,2,
f452_p,Unidentified,2,
_shoes,Unidentified,2,
t-{89d,Unidentified,2,
1169%2,Unidentified,2,
demhh,8-bit ASCII Text,2,
d05040,Unidentified,2,
cp0005,Unidentified,2,
11_hil,Unidentified,2,
css_t,Unidentified,2,
_playf,Unidentified,2,
port,EBCDIC-US,2,
irr,Unidentified,2,
bsa,Compressed file archive created by BSARC,2,
2019)_,Unidentified,2,
11/30/,Unidentified,2,
13_nyt,Unidentified,2,
d08090,Unidentified,2,
-{69d4,Unidentified,2,
nc07,EBCDIC-US,2,
myi-{8,Unidentified,2,
407265,Unidentified,2,
ajc,Unidentified,2,
gates,Unidentified,2,
e12270,Unidentified,2,
16_ins,Unidentified,2,
stream,Unidentified,2,
oo2,Unidentified,2,
_arrow,Unidentified,2,
hollen,Unidentified,2,
_cover,Unidentified,2,
d07120,Unidentified,2,
12_reu,Unidentified,2,
y67111,Unidentified,2,
11_avi,Unidentified,2,
_cloth,Unidentified,2,
uexere,Unidentified,2,
f108-1,Unidentified,2,
m2x,Unidentified,2,
dedat,8-bit ASCII Text,2,
_weldi,Unidentified,2,
sol-{6,Unidentified,2,
nonfin,Unidentified,2,
drf,WordPerfect for MS-DOS Document (5.0),2,
mats01,EBCDIC-US,2,
"1530,",Unidentified,2,
20_frc,Unidentified,2,
_the%2,Unidentified,2,
d08082,Unidentified,2,
pdf-{e,Unidentified,2,
uexere,Unidentified,2,
iadat,8-bit ASCII Text,2,
d06090,Unidentified,2,
gif-{6,Unidentified,2,
-{89dd,Unidentified,2,
_souve,Unidentified,2,
d-{7ae,Unidentified,2,
d07083,Unidentified,2,
sol-{6,Unidentified,2,
m59,WordPerfect for MS-DOS Document (5.0),2,
_grace,Unidentified,2,
sector,Unidentified,2,
_outdo,Unidentified,2,
_greec,Unidentified,2,
_reno,Unidentified,2,
_maple,Unidentified,2,
159645,Unidentified,2,
m13,WordPerfect for MS-DOS Document (5.0),2,
jrbstm,Unidentified,2,
24_ijs,Unidentified,2,
dimg,Unidentified,2,
7/25/2002,Unidentified,2,
lnk-{c,Unidentified,2,
mod,8-bit ASCII Text,2,
d07101,Unidentified,2,
_groun,Unidentified,2,
itcfd,EBCDIC-US,2,
ca16,EBCDIC-US,2,
_coble,Unidentified,2,
xls-{e,Unidentified,2,
00pm,Unidentified,2,
08%20s,Unidentified,2,
cp0005,Unidentified,2,
pad,WordPerfect for MS-DOS Document (5.0),2,
class-,Unidentified,2,
txt-{6,Unidentified,2,
11_gsn,Unidentified,2,
_other,Unidentified,2,
_garam,Unidentified,2,
y72,Unidentified,2,
pl--,Unidentified,2,
com_pe,Unidentified,2,
g10,Unidentified,2,
_carto,Unidentified,2,
t-{69d,Unidentified,2,
t32,Unidentified,2,
uexere,Unidentified,2,
lo,Unidentified,2,
_05541,Unidentified,2,
_other,Unidentified,2,
gif%26,Unidentified,2,
snoag,EBCDIC-US,2,
august,Unidentified,2,
_36,Unidentified,2,
y72q2,Unidentified,2,
11_spa,Unidentified,2,
d08091,Unidentified,2,
12_wp_,Unidentified,2,
2999,Unidentified,2,
106989,Unidentified,2,
dc001,8-bit ASCII Text,2,
_chris,Unidentified,2,
11_1,Unidentified,2,
t-{69d,Unidentified,2,
14_fac,Unidentified,2,
1,Adobe FrameMaker Interchange Format,2,
medalf,Unidentified,2,
13_nyt,Unidentified,2,
bullet,Unidentified,2,
_folio,Unidentified,2,
2604,Unidentified,2,
200480,Unidentified,2,
lookup,Unidentified,2,
m65,WordPerfect for MS-DOS Document (5.0),2,
08/03/2020,Unidentified,2,
15_sen,Unidentified,2,
f389_v,Unidentified,2,
uexere,Unidentified,2,
10/04/2002,Unidentified,2,
d07062,Unidentified,2,
myi-{6,Unidentified,2,
_room%,Unidentified,2,
ordat,8-bit ASCII Text,2,
htm-{6,Unidentified,2,
_campi,Unidentified,2,
_futur,Unidentified,2,
psu,Unidentified,2,
_sabon,Unidentified,2,
-{69d4,Unidentified,2,
-{69d4,Unidentified,2,
thursb,Unidentified,2,
uexere,Unidentified,2,
%20bus,Unidentified,2,
_2006_,Unidentified,2,
12_ap_,Unidentified,2,
12_how,Unidentified,2,
tx-{69,Unidentified,2,
3/20/2002,Unidentified,2,
_newsg,Unidentified,2,
rives,Unidentified,2,
swcs05,EBCDIC-US,2,
tuitio,Unidentified,2,
va05,EBCDIC-US,2,
-{7aec,Unidentified,2,
thursb,Unidentified,2,
jt%20o,Unidentified,2,
05/08/2020,Unidentified,2,
uexere,Unidentified,2,
-{69d4,Unidentified,2,
gif-{6,Unidentified,2,
_futur,Unidentified,2,
svnlog,Unidentified,2,
gi-{69,Unidentified,2,
deat2,EBCDIC-US,2,
holds,Unidentified,2,
_kathl,Unidentified,2,
01/09/2020,Unidentified,2,
-{e234,Unidentified,2,
oxr,Unidentified,2,
d07110,Unidentified,2,
gao2,Unidentified,2,
f437_p,Unidentified,2,
_hobo,Unidentified,2,
_revol,Unidentified,2,
fy00,8-bit ASCII Text,2,
smbdel,Unidentified,2,
lnk-{c,Unidentified,2,
03m,Unidentified,2,
18_gov,Unidentified,2,
_signa,Unidentified,2,
txt-{6,Unidentified,2,
staff%,Unidentified,2,
14_def,Unidentified,2,
_trian,Unidentified,2,
tn01,8-bit ASCII Text,2,
_reviv,Unidentified,2,
15_spa,Unidentified,2,
swcn08,EBCDIC-US,2,
f578_b,Unidentified,2,
matt03,EBCDIC-US,2,
segag,EBCDIC-US,2,
_progr,Unidentified,2,
orderi,Unidentified,2,
js-{69,Unidentified,2,
cb01,8-bit ASCII Text,2,
us08,EBCDIC-US,2,
127,WordPerfect for MS-DOS Document (5.0),2,
12/04/2002,Unidentified,2,
assign,Unidentified,2,
1_jobs,Unidentified,2,
855),Unidentified,2,
12_wp_,Unidentified,2,
_fanta,Unidentified,2,
03_144,Unidentified,2,
t-{69d,Unidentified,2,
2030-c,Unidentified,2,
d06070,Unidentified,2,
107%26,Unidentified,2,
js-{69,Unidentified,2,
10_nyt,Unidentified,2,
_aztec,Unidentified,2,
_euro,Unidentified,2,
freder,Unidentified,2,
egypt,Unidentified,2,
07%20c,Unidentified,2,
833399,Unidentified,2,
school,EBCDIC-US,2,
do-{89,Unidentified,2,
08/07/2020,Unidentified,2,
_jewis,Unidentified,2,
11_blo,Unidentified,2,
lnk-{c,Unidentified,2,
_utopi,Unidentified,2,
_stars,Unidentified,2,
new_co,Unidentified,2,
_welco,Unidentified,2,
psp,Paint Shop Pro Image (5),2,
_viole,Unidentified,2,
pip-{6,Unidentified,2,
13_bre,Unidentified,2,
11_wp_,Unidentified,2,
swcs06,EBCDIC-US,2,
f402_4,Unidentified,2,
_other,Unidentified,2,
2349,Unidentified,2,
acks,Unidentified,2,
txt-{6,Unidentified,2,
900521,EBCDIC-US,2,
myd-{6,Unidentified,2,
io1977,8-bit ASCII Text,2,
jlm,Unidentified,2,
_agold,Unidentified,2,
fy8807,Unidentified,2,
txt-{6,Unidentified,2,
launch,Unidentified,2,
com-an,Unidentified,2,
d05061,Unidentified,2,
owner,8-bit ASCII Text,2,
cp0001,Unidentified,2,
_sg9ok,Unidentified,2,
10_nyp,Unidentified,2,
08/12/2002,Unidentified,2,
840),Unidentified,2,
uexere,Unidentified,2,
gen114,Unidentified,2,
jrl,WordPerfect for MS-DOS Document (5.0),2,
m96,WordPerfect for MS-DOS Document (5.0),2,
11_avi,Unidentified,2,
15_wsj,Unidentified,2,
txt-{6,Unidentified,2,
dft,WordPerfect for MS-DOS Document (5.0),2,
_deser,Unidentified,2,
nsc,WordPerfect for MS-DOS/Windows Document (6.0),2,
12_tap,Unidentified,2,
cab,WordPerfect for MS-DOS/Windows Document (5.1),2,
v20120,Unidentified,2,
6801,8-bit ASCII Text,2,
h2825,Unidentified,2,
_gener,Unidentified,2,
txt-{8,Unidentified,2,
oc,Unidentified,2,
t-{69d,Unidentified,2,
_trend,Unidentified,2,
wy001,8-bit ASCII Text,2,
_allig,Unidentified,2,
d08053,Unidentified,2,
06/08/2020,Unidentified,2,
d05120,Unidentified,2,
g0127,Unidentified,2,
11_blo,Unidentified,2,
20_pac,Unidentified,2,
smbdel,Unidentified,2,
logtra,Unidentified,2,
bu6,Unidentified,2,
6/26/2000,Unidentified,2,
ho,EBCDIC-US,2,
y1978,Unidentified,2,
-{69d4,Unidentified,2,
09the,Unidentified,2,
webtre,Unidentified,2,
07/08/2009,Unidentified,2,
08%20u,Unidentified,2,
ini-{6,Unidentified,2,
uexere,Unidentified,2,
02/09/2020,Unidentified,2,
10_rep,Unidentified,2,
d07052,Unidentified,2,
26,WordPerfect for MS-DOS/Windows Document (5.1),2,
2565,Unidentified,2,
doc-{6,Unidentified,2,
15_wsj,Unidentified,2,
_domes,Unidentified,2,
sp4,WordPerfect for MS-DOS Document (5.0),2,
1_crs,Unidentified,2,
_carto,Unidentified,2,
_garam,Unidentified,2,
txt-{8,Unidentified,2,
09_pol,Unidentified,2,
414,8-bit ASCII Text,2,
grazin,Unidentified,2,
4/22/2002,Unidentified,2,
-{69d4,Unidentified,2,
d07070,Unidentified,2,
pr03,EBCDIC-US,2,
%20han,Unidentified,2,
apprai,Unidentified,2,
_north,Unidentified,2,
nob,VersaPro Word Exchange file,2,
ar203,8-bit ASCII Text,2,
seattl,8-bit ASCII Text,2,
618,8-bit ASCII Text,2,
_lands,Unidentified,2,
_hallo,Unidentified,2,
_other,Unidentified,2,
%20mea,Unidentified,2,
d07073,Unidentified,2,
11_cnn,Unidentified,2,
-{69d4,Unidentified,2,
_child,Unidentified,2,
07/11/2002,Unidentified,2,
weekly,8-bit ASCII Text,2,
_helve,Unidentified,2,
12_wsj,Unidentified,2,
uexere,Unidentified,2,
js-{69,Unidentified,2,
7.2619,Unidentified,2,
_light,Unidentified,2,
11_afp,Unidentified,2,
11_per,Unidentified,2,
kevin,Unidentified,2,
_block,Unidentified,2,
rdf-{8,Unidentified,2,
rtablo,EBCDIC-US,2,
14_avi,Unidentified,2,
pstold,Unidentified,2,
d07103,Unidentified,2,
ne01,8-bit ASCII Text,2,
ini-{6,Unidentified,2,
ini-di,Unidentified,2,
_newas,Unidentified,2,
byrnej,Unidentified,2,
_other,Unidentified,2,
_agboo,Unidentified,2,
_unive,Unidentified,2,
f40_41,Unidentified,2,
-{89dd,Unidentified,2,
7c,Unidentified,2,
txt-{6,Unidentified,2,
t-{69d,Unidentified,2,
cnt,8-bit ASCII Text,2,
8.186,Unidentified,2,
ca01,8-bit ASCII Text,2,
defaul,Unidentified,2,
59b,Unidentified,2,
htm-{6,Unidentified,2,
ssyag,EBCDIC-US,2,
11_blo,Unidentified,2,
a_opat,Unidentified,2,
tacoda,Unidentified,2,
introd,Unidentified,2,
8_vete,Unidentified,2,
13_blo,Unidentified,2,
lnk-{8,Unidentified,2,
_butte,Unidentified,2,
ls4,Unidentified,2,
jpg-{6,Unidentified,2,
gif-{6,Unidentified,2,
oam,Unidentified,2,
vis929,Unidentified,2,
gb2,Unidentified,2,
pip-{6,Unidentified,2,
q2003,8-bit ASCII Text,2,
12_fp_,Unidentified,2,
uexere,Unidentified,2,
-{69d4,Unidentified,2,
_shoes,Unidentified,2,
12_blo,Unidentified,2,
14_spa,Unidentified,2,
g0002v,Unidentified,2,
d07082,Unidentified,2,
lnk-{c,Unidentified,2,
sol-{6,Unidentified,2,
20_pac,Unidentified,2,
_elect,Unidentified,2,
11_eco,Unidentified,2,
aldat,8-bit ASCII Text,2,
12_ins,Unidentified,2,
07_fin,Unidentified,2,
y1964,EBCDIC-US,2,
_wood%,Unidentified,2,
10/03/2002,Unidentified,2,
13_blo,Unidentified,2,
12_cq_,Unidentified,2,
d05030,Unidentified,2,
ceg-mc,Unidentified,2,
_cast%,Unidentified,2,
36%26u,Unidentified,2,
_weldi,Unidentified,2,
eli,WordPerfect for MS-DOS Document (5.0),2,
2%20_p,Unidentified,2,
ca14,EBCDIC-US,2,
c10,Unidentified,2,
ini-{6,Unidentified,2,
hcu95b,Microsoft Front Page Server Extension Configuration,2,
f345,Unidentified,2,
11_wp_,Unidentified,2,
_flowe,Unidentified,2,
%20pre,Unidentified,2,
_bookm,Unidentified,2,
eps%20,Unidentified,2,
8/13/2002,Unidentified,2,
_4%20u,Unidentified,2,
i3,WordPerfect for MS-DOS/Windows Document (6.0),2,
3_crs,Unidentified,2,
ap,WordPerfect for MS-DOS Document (5.0),2,
rv3,Unidentified,2,
13_cq_,Unidentified,2,
class-,Unidentified,2,
wql,Unidentified,2,
_mrflo,Unidentified,2,
_table,Unidentified,2,
manufa,8-bit ASCII Text,2,
tlb,Windows Portable Executable,2,
_garam,Unidentified,2,
css-{6,Unidentified,2,
png-ts,Unidentified,2,
amg,WordPerfect for MS-DOS Document (5.0),2,
xls-{7,Unidentified,2,
ak1,8-bit ASCII Text,2,
d07113,Unidentified,2,
2014ph,Unidentified,2,
class-,Unidentified,2,
1;type,Unidentified,2,
08-dhs,Unidentified,2,
15-scr,Unidentified,2,
d06052,Unidentified,2,
n91w02,EBCDIC-US,2,
tif,Digital Negative Format (DNG) (1.1),2,
moore-,Unidentified,2,
virtua,Unidentified,2,
_rome%,Unidentified,2,
foll3,EBCDIC-US,2,
36%26w,Unidentified,2,
st,EBCDIC-US,2,
qfr40,Unidentified,2,
mitch,Unidentified,2,
pd4,Unidentified,2,
021302,Unidentified,2,
12_haa,Unidentified,2,
mgmt,Unidentified,2,
15_mob,Unidentified,2,
_docum,Unidentified,2,
e10,8-bit ASCII Text,2,
204%,Unidentified,2,
_posta,Unidentified,2,
f453_4,Unidentified,2,
txt-{6,Unidentified,2,
txt-{6,Unidentified,2,
d05090,Unidentified,2,
_akzid,Unidentified,2,
_ticke,Unidentified,2,
7/26/2002,Unidentified,2,
11_dep,Unidentified,2,
kyb,Keyboard Layout File,2,
_weiss,Unidentified,2,
7/16/2002,Unidentified,2,
tx-{69,Unidentified,2,
_more%,Unidentified,2,
1-fips,Unidentified,2,
az002,8-bit ASCII Text,2,
